,incident_date,incident_parent,location,neighborhood,council_district,police_district
3537,2020-12-06 14:30:00,Sexual Offense,-78.801 42.881,Lovejoy,LOVEJOY,District A
3538,2020-12-06 14:30:00,Breaking & Entering,-78.887 42.894,Lower West Side,ELLICOTT,District B
3539,2020-12-06 17:00:00,Sexual Offense,-78.804 42.927,Kenfield,UNIVERSITY,District E
3540,2020-12-06 17:11:00,Theft,-78.803791 42.877853,Kaisertown,LOVEJOY,District A
3541,2020-12-06 19:03:00,Theft,-78.82 42.896,Genesee-Moselle,FILLMORE,District C
3542,2020-12-06 20:00:00,Breaking & Entering,-78.802 42.851,Seneca-Cazenovia,SOUTH,District A
3543,2020-12-06 20:44:00,Sexual Offense,-78.834 42.895,Broadway Fillmore,FILLMORE,District C
3544,2020-12-06 20:50:00,Theft,-78.877 42.913,Elmwood Bryant,NIAGARA,District B
3545,2020-12-06 21:00:00,Robbery,-78.821 42.94,Kensington-Bailey,MASTEN,District E
3546,2020-12-06 21:30:00,Breaking & Entering,-78.852 42.915,Hamlin Park,MASTEN,District E
3547,2020-12-06 23:41:00,Assault,-78.851 42.903,Masten Park,ELLICOTT,District C
3548,2020-12-06 23:50:00,Assault,-78.827 42.907,Genesee-Moselle,FILLMORE,District C
3549,2020-12-06 23:58:00,Theft,-78.819 42.948,University Heights,UNIVERSITY,District E
3550,2020-12-07 00:00:00,Theft,-78.801 42.909,Schiller Park,LOVEJOY,District C
3551,2020-12-07 00:09:00,Assault,-78.889 42.922,Upper West Side,NIAGARA,District D
3552,2020-12-07 00:30:00,Theft,-78.859 42.866,First Ward,FILLMORE,District A
3553,2020-12-07 01:57:00,Theft,-78.824 42.914,MLK Park,FILLMORE,District C
3554,2020-12-07 03:00:00,Sexual Offense,-78.85 42.911,Masten Park,ELLICOTT,District C
3555,2020-12-07 08:00:00,Sexual Offense,,West Side,NIAGARA,District B
3556,2020-12-07 08:30:00,Breaking & Entering,-78.906 42.951,Riverside,NORTH,District D
3557,2020-12-07 08:49:00,Breaking & Entering,-78.836 42.899,Broadway Fillmore,FILLMORE,District C
3558,2020-12-07 09:20:00,Sexual Offense,-78.84 42.938,Fillmore-Leroy,MASTEN,District E
3559,2020-12-07 09:30:00,Sexual Offense,-78.891 42.937,Grant-Amherst,NORTH,District D
3560,2020-12-07 10:00:00,Sexual Offense,-78.899 42.941,Black Rock,NORTH,District D
3561,2020-12-07 10:00:00,Sexual Offense,-78.816 42.902,Genesee-Moselle,LOVEJOY,District C
3562,2020-12-07 11:45:00,Sexual Offense,-78.878 42.951,West Hertel,NORTH,District D
3563,2020-12-07 11:56:00,Sexual Offense,-78.893 42.918,Upper West Side,NIAGARA,District D
3564,2020-12-07 12:04:00,Sexual Offense,-78.895 42.961,Riverside,NORTH,District D
3565,2020-12-07 12:52:00,Sexual Offense,-78.827 42.953,University Heights,UNIVERSITY,District E
3566,2020-12-07 13:00:00,Sexual Offense,-78.823 42.94,Grant-Amherst,NORTH,District D
3567,2020-12-07 13:54:00,Sexual Offense,-78.824 42.857,Hopkins-Tifft,LOVEJOY,District A
3568,2020-12-07 14:30:00,Breaking & Entering,-78.82 42.909,Genesee-Moselle,FILLMORE,District C
3569,2020-12-07 16:00:00,Sexual Offense,-78.85 42.929,Fillmore-Leroy,MASTEN,District E
3570,2020-12-07 17:02:00,Sexual Offense,-78.805 42.946,Kensington-Bailey,UNIVERSITY,District E
3571,2020-12-07 18:04:00,Breaking & Entering,-78.885 42.896,Lower West Side,ELLICOTT,District B
3572,2020-12-07 19:58:00,Sexual Offense,-78.874 42.955,North Park,NORTH,District D
3573,2020-12-07 20:00:00,Assault,-78.805 42.933,Kenfield,UNIVERSITY,District E
3574,2020-12-07 20:12:00,Sexual Offense,-78.828 42.846,Hopkins-Tifft,SOUTH,District A
3575,2020-12-07 21:30:00,Sexual Offense,-78.89 42.9,West Side,ELLICOTT,District B
3576,2020-12-08 00:00:00,Assault,-78.834 42.9,Broadway Fillmore,FILLMORE,District C
3577,2020-12-08 00:30:00,Theft,-78.803 42.914,Schiller Park,LOVEJOY,District C
3578,2020-12-08 01:39:00,Assault,-78.811 42.861,Seneca-Cazenovia,SOUTH,District A
3579,2020-12-08 07:00:00,Breaking & Entering,-78.887 42.898,Lower West Side,ELLICOTT,District B
3580,2020-12-08 11:00:00,Sexual Offense,-78.834 42.941,Central Park,MASTEN,District E
3581,2020-12-08 11:00:00,Breaking & Entering,-78.886 42.941,Grant-Amherst,NORTH,District D
3582,2020-12-08 11:00:00,Sexual Offense,-78.882 42.888,Lower West Side,FILLMORE,District B
3583,2020-12-08 11:30:00,Breaking & Entering,-78.808 42.93,Kenfield,UNIVERSITY,District E
3584,2020-12-08 12:05:00,Sexual Offense,-78.827 42.914,MLK Park,MASTEN,District C
3585,2020-12-08 13:23:00,Sexual Offense,-78.853 42.886,Pratt-Willert,ELLICOTT,District B
3586,2020-12-08 13:25:00,Sexual Offense,-78.878 42.951,West Hertel,NORTH,District D
3587,2020-12-08 13:43:00,Sexual Offense,-78.819 42.94,Grant-Amherst,NORTH,District D
3588,2020-12-08 13:53:00,Sexual Offense,-78.84 42.939,Central Park,DELAWARE,District D
3589,2020-12-08 15:26:00,Sexual Offense,-78.89 42.918,Upper West Side,NIAGARA,District D
3590,2020-12-08 16:00:00,Assault,-78.81 42.872,Kaisertown,LOVEJOY,District A
3591,2020-12-08 16:37:00,Robbery,-78.864 42.874,Ellicott,FILLMORE,District A
3592,2020-12-08 16:58:00,Sexual Offense,-78.87 42.912,Elmwood Bryant,NIAGARA,District B
3593,2020-12-08 18:40:00,Assault,-78.811 42.935,Kensington-Bailey,UNIVERSITY,District E
3594,2020-12-08 19:00:00,Breaking & Entering,-78.871 42.91,Elmwood Bryant,ELLICOTT,District B
3595,2020-12-08 20:00:00,Theft,-78.803 42.947,Kensington-Bailey,UNIVERSITY,District E
3596,2020-12-08 22:10:00,Breaking & Entering,-78.815 42.871,Kaisertown,LOVEJOY,District A
3597,2020-12-08 22:20:00,Theft,-78.873 42.902,Allentown,FILLMORE,District B
3598,2020-12-08 23:00:00,Sexual Offense,-78.868 42.923,Elmwood Bidwell,DELAWARE,District D
3599,2020-12-08 23:45:00,Sexual Offense,-78.878 42.946,North Park,NORTH,District D
3600,2020-12-09 00:00:00,Sexual Offense,-78.885 42.917,Elmwood Bidwell,NIAGARA,District D
3601,2020-12-09 00:30:00,Breaking & Entering,-78.854 42.9,Fruit Belt,ELLICOTT,District C
3602,2020-12-09 01:26:00,Assault,-78.803 42.891,Lovejoy,LOVEJOY,District C
3603,2020-12-09 01:59:00,Sexual Offense,-78.808 42.889,Lovejoy,LOVEJOY,District C
3604,2020-12-09 05:00:00,Theft,-78.803 42.932,Kenfield,UNIVERSITY,District E
3605,2020-12-09 09:00:00,Sexual Offense,-78.841 42.908,MLK Park,ELLICOTT,District C
3606,2020-12-09 11:15:00,Assault,-78.829 42.918,Delavan Grider,MASTEN,District E
3607,2020-12-09 11:19:00,Sexual Offense,-78.801 42.92,Schiller Park,LOVEJOY,District E
3608,2020-12-09 12:00:00,Sexual Offense,-78.893 42.926,Upper West Side,NIAGARA,District D
3609,2020-12-09 12:35:00,Assault,-78.84 42.939,Central Park,DELAWARE,District D
3610,2020-12-09 13:14:00,Sexual Offense,-78.801 42.881,Lovejoy,LOVEJOY,District A
3611,2020-12-09 13:30:00,Sexual Offense,-78.89 42.919,Upper West Side,NIAGARA,District D
3612,2020-12-09 13:45:00,Theft,-78.824 42.931,Fillmore-Leroy,MASTEN,District E
3613,2020-12-09 14:40:00,Sexual Offense,-78.896 42.928,Upper West Side,NORTH,District D
3614,2020-12-09 15:53:00,Sexual Offense,-78.907 42.94,Black Rock,NORTH,District D
3615,2020-12-09 16:04:00,Theft,-78.815 42.915,Genesee-Moselle,LOVEJOY,District C
3616,2020-12-09 16:30:00,Theft,-78.87 42.902,Fruit Belt,ELLICOTT,District B
3617,2020-12-09 16:30:00,Sexual Offense,-78.841 42.958,Central Park,DELAWARE,District D
3618,2020-12-09 17:00:00,Breaking & Entering,-78.821 42.896,Genesee-Moselle,FILLMORE,District C
3619,2020-12-09 17:06:00,Assault,-78.904 42.954,Riverside,NORTH,District D
3620,2020-12-09 17:27:00,Robbery,-78.851 42.907,Masten Park,ELLICOTT,District C
3621,2020-12-09 17:37:00,Sexual Offense,-78.85 42.901,Fruit Belt,ELLICOTT,District C
3622,2020-12-09 18:45:00,Sexual Offense,-78.801 42.881,Lovejoy,LOVEJOY,District A
3623,2020-12-09 19:00:00,Sexual Offense,-78.888 42.918,Elmwood Bidwell,NIAGARA,District D
3624,2020-12-09 19:30:00,Sexual Offense,-78.87 42.95,,,
3625,2020-12-09 19:49:00,Theft,-78.808 42.888,Lovejoy,LOVEJOY,District C
3626,2020-12-09 20:13:00,Theft,-78.831 42.87,Seneca Babcock,LOVEJOY,District A
3627,2020-12-09 20:27:00,Theft,-78.886 42.902,West Side,NIAGARA,District B
3628,2020-12-09 20:30:00,Sexual Offense,-78.893 42.905,West Side,NIAGARA,District B
3629,2020-12-09 21:26:00,Breaking & Entering,-78.887 42.914,Upper West Side,NIAGARA,District B
3630,2020-12-09 22:00:00,Sexual Offense,-78.856 42.911,Masten Park,ELLICOTT,District E
3631,2020-12-09 22:30:00,Sexual Offense,-78.805 42.945,Kensington-Bailey,UNIVERSITY,District E
3632,2020-12-09 22:40:00,Sexual Offense,-78.889 42.907,West Side,NIAGARA,District B
3633,2020-12-09 23:06:00,Assault,-78.827 42.877,Seneca Babcock,FILLMORE,District A
3634,2020-12-09 23:52:00,Sexual Offense,-78.858 42.908,Masten Park,ELLICOTT,District B
3635,2020-12-10 00:00:00,Sexual Offense,-78.836737 42.90729819,MLK Park,MASTEN,District C
3636,2020-12-10 00:00:00,Assault,-78.903 42.937,Black Rock,NORTH,District D
3637,2020-12-10 00:30:00,Sexual Offense,-78.893 42.907,West Side,NIAGARA,District B
3638,2020-12-10 00:30:00,Sexual Offense,-78.861 42.913,Masten Park,MASTEN,District E
3639,2020-12-10 00:32:00,Theft,-78.883 42.922,Elmwood Bidwell,NIAGARA,District D
3640,2020-12-10 01:00:00,Breaking & Entering,-78.833 42.902,Broadway Fillmore,FILLMORE,District C
3641,2020-12-10 01:25:00,Assault,-78.854 42.915,Masten Park,MASTEN,District E
3642,2020-12-10 02:00:00,Sexual Offense,-78.823 42.915,Genesee-Moselle,MASTEN,District E
3643,2020-12-10 04:07:00,Sexual Offense,-78.839 42.915,Delavan Grider,MASTEN,District E
3644,2020-12-10 04:30:00,Sexual Offense,-78.851 42.886,Broadway Fillmore,ELLICOTT,District C
3645,2020-12-10 07:38:00,Sexual Offense,-78.81 42.835,South Park,SOUTH,District A
3646,2020-12-10 08:00:00,Sexual Offense,-78.833 42.932,Fillmore-Leroy,MASTEN,District E
3647,2020-12-10 09:23:00,Sexual Offense,-78.815 42.923,Kenfield,LOVEJOY,District E
3648,2020-12-10 12:00:00,Sexual Offense,-78.891 42.904,West Side,NIAGARA,District B
3649,2020-12-10 12:00:00,Sexual Offense,-78.834 42.935,Fillmore-Leroy,MASTEN,District E
3650,2020-12-10 13:07:00,Sexual Offense,-78.819 42.859,Seneca-Cazenovia,SOUTH,District A
3651,2020-12-10 13:08:00,Sexual Offense,-78.809 42.922,Schiller Park,LOVEJOY,District E
3652,2020-12-10 13:08:00,Assault,-78.892 42.897,West Side,ELLICOTT,District B
3653,2020-12-10 14:00:00,Assault,-78.852 42.913,Masten Park,MASTEN,District C
3654,2020-12-10 14:00:00,Breaking & Entering,-78.841 42.94,Parkside,MASTEN,District D
3655,2020-12-10 15:00:00,Sexual Offense,-78.83 42.95,University Heights,UNIVERSITY,District E
3656,2020-12-10 15:13:00,Breaking & Entering,-78.846 42.888,Broadway Fillmore,FILLMORE,District C
3657,2020-12-10 15:30:00,Assault,-78.807 42.92,Schiller Park,LOVEJOY,District E
3658,2020-12-10 15:59:00,Assault,-78.805 42.858,Seneca-Cazenovia,SOUTH,District A
3659,2020-12-10 17:00:00,Breaking & Entering,-78.82 42.933,Kensington-Bailey,MASTEN,District E
3660,2020-12-10 17:25:00,Assault,-78.819 42.896,Lovejoy,FILLMORE,District C
3661,2020-12-10 17:32:00,Sexual Offense,-78.89 42.942,Grant-Amherst,NORTH,District D
3662,2020-12-10 18:02:00,Sexual Offense,-78.832 42.902,Broadway Fillmore,FILLMORE,District C
3663,2020-12-10 18:15:00,Sexual Offense,-78.8944249 42.9153965,Upper West Side,NIAGARA,District B
3664,2020-12-10 18:55:00,Sexual Offense,-78.824 42.857,Hopkins-Tifft,LOVEJOY,District A
3665,2020-12-10 19:30:00,Robbery,-78.817 42.915,Genesee-Moselle,FILLMORE,District E
3666,2020-12-10 20:00:00,Sexual Offense,-78.903 42.956,Riverside,NORTH,District D
3667,2020-12-10 21:48:00,Sexual Offense,-78.895 42.923,Upper West Side,NIAGARA,District D
3668,2020-12-10 22:00:00,Breaking & Entering,-78.899 42.918,Upper West Side,NIAGARA,District D
3669,2020-12-10 22:18:00,Assault,-78.821 42.916,Genesee-Moselle,MASTEN,District E
3670,2020-12-10 23:32:00,Sexual Offense,-78.863 42.902,Allentown,FILLMORE,District B
3671,2020-12-10 23:43:00,Assault,-78.845 42.916,Hamlin Park,MASTEN,District E
3672,2020-12-11 00:01:00,Assault,-78.807 42.872,Kaisertown,LOVEJOY,District A
3673,2020-12-11 01:30:00,Theft,-78.824 42.943,Broadway Fillmore,FILLMORE,District C
3674,2020-12-11 02:30:00,Breaking & Entering,-78.872 42.899,Allentown,FILLMORE,District B
3675,2020-12-11 02:40:00,Assault,-78.892 42.918,Upper West Side,NIAGARA,District D
3676,2020-12-11 03:00:00,Theft,-78.814 42.93,Kenfield,UNIVERSITY,District E
3677,2020-12-11 03:15:00,Theft,-78.861 42.946,North Park,DELAWARE,District D
3678,2020-12-11 04:50:00,Robbery,-78.814 42.93,Genesee-Moselle,LOVEJOY,District C
3679,2020-12-11 05:20:00,Breaking & Entering,-78.855 42.915,Masten Park,MASTEN,District E
3680,2020-12-11 05:30:00,Sexual Offense,-78.897 42.961,Riverside,NORTH,District D
3681,2020-12-11 09:44:00,Sexual Offense,-78.874 42.955,North Park,NORTH,District D
3682,2020-12-11 11:16:00,Sexual Offense,-78.879 42.894,Lower West Side,FILLMORE,District B
3683,2020-12-11 11:30:00,Sexual Assault,-78.869 42.92,Elmwood Bidwell,ELLICOTT,District D
3684,2020-12-11 12:00:00,Sexual Offense,-78.806 42.946,Kensington-Bailey,UNIVERSITY,District E
3685,2020-12-11 12:05:00,Sexual Assault,-78.82 42.894,Lovejoy,FILLMORE,District C
3686,2020-12-11 12:47:00,Sexual Offense,-78.874 42.955,North Park,NORTH,District D
3687,2020-12-11 13:07:00,Sexual Offense,-78.8944249 42.9153965,Upper West Side,NIAGARA,District B
3688,2020-12-11 13:21:00,Sexual Offense,-78.883 42.894,Lower West Side,FILLMORE,District B
3689,2020-12-11 13:26:00,Assault,-78.84 42.914,MLK Park,MASTEN,District C
3690,2020-12-11 13:53:00,Theft,-78.84 42.89,Broadway Fillmore,FILLMORE,District C
3691,2020-12-11 14:10:00,Sexual Offense,-78.83 42.891,Broadway Fillmore,FILLMORE,District C
3692,2020-12-11 15:30:00,Sexual Offense,-78.862 42.957,North Park,DELAWARE,District D
3693,2020-12-11 16:00:00,Robbery,-78.887 42.906,West Side,NIAGARA,District B
3694,2020-12-11 16:10:00,Sexual Offense,-78.812 42.857,Seneca-Cazenovia,SOUTH,District A
3695,2020-12-11 16:26:00,Sexual Offense,-78.823 42.837,Hopkins-Tifft,SOUTH,District A
3696,2020-12-11 17:00:00,Sexual Offense,-78.893 42.907,West Side,NIAGARA,District B
3697,2020-12-11 18:09:00,Robbery,-78.819 42.957,University Heights,UNIVERSITY,District E
3698,2020-12-11 18:17:00,Theft,-78.825 42.892,Lovejoy,FILLMORE,District C
3699,2020-12-11 18:29:00,Sexual Offense,-78.813 42.938,Kensington-Bailey,MASTEN,District E
3700,2020-12-11 19:00:00,Breaking & Entering,-78.801 42.941,Kensington-Bailey,UNIVERSITY,
3701,2020-12-11 19:30:00,Theft,-78.878 42.91,Elmwood Bryant,NIAGARA,District B
3702,2020-12-11 20:00:00,Assault,-78.815 42.862,Seneca-Cazenovia,SOUTH,District A
3703,2020-12-11 20:30:00,Sexual Offense,-78.825 42.854,Hopkins-Tifft,LOVEJOY,District A
3704,2020-12-11 20:35:00,Assault,-78.868 42.945,North Park,DELAWARE,District D
3705,2020-12-11 21:00:00,Sexual Offense,-78.818 42.934,Kensington-Bailey,MASTEN,District E
3706,2020-12-11 21:01:00,Assault,-78.89 42.938,Grant-Amherst,NORTH,District D
3707,2020-12-11 21:45:00,Robbery,-78.864 42.872,Ellicott,FILLMORE,District A
3708,2020-12-11 21:47:00,Breaking & Entering,-78.821 42.906,Genesee-Moselle,FILLMORE,District C
3709,2020-12-11 22:00:00,Robbery,-78.801 42.915,Delavan Grider,MASTEN,District E
3710,2020-12-11 22:44:00,Breaking & Entering,-78.826 42.874,Seneca Babcock,FILLMORE,District A
3711,2020-12-11 23:00:00,Sexual Offense,-78.814 42.859,Seneca-Cazenovia,SOUTH,District A
3712,2020-12-12 01:38:00,Robbery,-78.895 42.958,Riverside,NORTH,District D
3713,2020-12-12 04:00:00,Sexual Offense,-78.819 42.948,University Heights,UNIVERSITY,District E
3714,2020-12-12 05:30:00,Assault,-78.866 42.91,Lovejoy,LOVEJOY,District A
3715,2020-12-12 09:45:00,Sexual Offense,-78.801 42.881,Lovejoy,LOVEJOY,District A
3716,2020-12-12 10:46:00,Sexual Offense,-78.878 42.905,Elmwood Bryant,ELLICOTT,District B
3717,2020-12-12 11:15:00,Sexual Offense,-78.828 42.955,University Heights,UNIVERSITY,District E
3718,2020-12-12 11:30:00,Assault,-78.835 42.941,Central Park,MASTEN,District E
3719,2020-12-12 12:00:00,Sexual Offense,-78.802 42.88,Kaisertown,LOVEJOY,District A
3720,2020-12-12 12:00:00,Assault,-78.897 42.959,Riverside,NORTH,District D
3721,2020-12-12 13:03:00,Sexual Offense,-78.861 42.95,North Park,DELAWARE,District D
3722,2020-12-12 14:00:00,Sexual Offense,-78.908 42.959,Riverside,NORTH,District D
3723,2020-12-12 14:04:00,Sexual Offense,-78.847 42.916,Hamlin Park,MASTEN,District E
3724,2020-12-12 14:38:00,Sexual Offense,-78.899 42.94,Black Rock,NORTH,District D
3725,2020-12-12 16:00:00,Sexual Offense,-78.804 42.916,Schiller Park,LOVEJOY,District C
3726,2020-12-12 17:07:00,Robbery,-78.894 42.942,Grant-Amherst,NORTH,District D
3727,2020-12-12 18:30:00,Sexual Offense,-78.822 42.914,Genesee-Moselle,MASTEN,District E
3728,2020-12-12 19:10:00,Assault,-78.813 42.911,Genesee-Moselle,LOVEJOY,District C
3729,2020-12-12 19:30:00,Sexual Offense,-78.897 42.907,West Side,NIAGARA,District B
3730,2020-12-12 19:37:00,Sexual Offense,-78.835 42.879,Broadway Fillmore,FILLMORE,District C
3731,2020-12-12 21:10:00,Theft,-78.865 42.901,Fruit Belt,ELLICOTT,District B
3732,2020-12-12 21:40:00,Assault,-78.808 42.917,Schiller Park,LOVEJOY,District E
3733,2020-12-12 21:51:00,Robbery,-78.835 42.894,Broadway Fillmore,FILLMORE,District C
3734,2020-12-12 22:00:00,Robbery,-78.817 42.896,Lovejoy,FILLMORE,District C
3735,2020-12-12 22:00:00,Theft,-78.845 42.935,Fillmore-Leroy,MASTEN,District E
3736,2020-12-12 22:45:00,Robbery,-78.824 42.914,MLK Park,FILLMORE,District C
3737,2020-12-12 23:00:00,Theft,-78.827 42.856,Hopkins-Tifft,SOUTH,District A
3738,2020-12-12 23:05:00,Robbery,-78.824 42.914,MLK Park,FILLMORE,District C
3739,2020-12-12 23:15:00,Theft,-78.881 42.9,Allentown,ELLICOTT,District B
3740,2020-12-12 23:22:00,Assault,-78.829 42.922,Delavan Grider,MASTEN,District E
3741,2020-12-12 23:29:00,Sexual Offense,-78.804 42.874,Kaisertown,LOVEJOY,District A
3742,2020-12-13 00:01:00,Sexual Offense,-78.893 42.917,Upper West Side,NIAGARA,District D
3743,2020-12-13 00:55:00,Robbery,-78.838 42.94,Fillmore-Leroy,MASTEN,District E
3744,2020-12-13 01:00:00,Assault,-78.873 42.94,Parkside,NORTH,District D
3745,2020-12-13 01:12:00,Assault,-78.829 42.918,Delavan Grider,MASTEN,District E
3746,2020-12-13 02:32:00,Homicide,-78.868 42.899,Fruit Belt,ELLICOTT,District B
3747,2020-12-13 02:57:00,Sexual Offense,-78.817 42.949,University Heights,UNIVERSITY,District E
3748,2020-12-13 04:30:00,Breaking & Entering,-78.854 42.876,Ellicott,FILLMORE,District A
3749,2020-12-13 08:15:00,Assault,-78.8061945 42.932444,Kenfield,UNIVERSITY,District E
3750,2020-12-13 12:00:00,Sexual Assault,-78.825 42.905,Schiller Park,LOVEJOY,District E
3751,2020-12-13 12:00:00,Breaking & Entering,-78.894 42.918,Upper West Side,NIAGARA,District D
3752,2020-12-13 13:02:00,Assault,-78.813 42.911,Genesee-Moselle,LOVEJOY,District C
3753,2020-12-13 14:33:00,Sexual Offense,-78.878 42.891,Elmwood Bryant,ELLICOTT,District B
3754,2020-12-13 15:00:00,Sexual Offense,-78.803 42.919,Schiller Park,LOVEJOY,District E
3755,2020-12-13 16:21:00,Sexual Offense,-78.874 42.955,North Park,NORTH,District D
3756,2020-12-13 16:34:00,Sexual Offense,-78.902 42.949,Riverside,NORTH,District D
3757,2020-12-13 17:00:00,Sexual Offense,-78.83 42.855,Hopkins-Tifft,LOVEJOY,District A
3758,2020-12-13 17:00:00,Assault,-78.831 42.935,Central,ELLICOTT,District B
3759,2020-12-13 17:02:00,Assault,-78.802 42.893,Lovejoy,LOVEJOY,District C
3760,2020-12-13 17:56:00,Sexual Offense,-78.826 42.895,Genesee-Moselle,FILLMORE,District C
3761,2020-12-13 18:20:00,Sexual Offense,-78.869 42.897,Fruit Belt,ELLICOTT,District B
3762,2020-12-13 18:40:00,Assault,-78.827 42.922,Delavan Grider,MASTEN,District E
3763,2020-12-13 19:09:00,Robbery,-78.822 42.894,Lovejoy,FILLMORE,District C
3764,2020-12-13 19:30:00,Theft,-78.859364 42.913982,Masten Park,MASTEN,District E
3765,2020-12-13 20:00:00,Sexual Offense,-78.82 42.863,Seneca-Cazenovia,LOVEJOY,District A
3766,2020-12-13 21:00:00,Robbery,-78.821 42.893,Ellicott,FILLMORE,District A
3767,2020-12-13 21:15:00,Robbery,-78.854 42.907,Masten Park,ELLICOTT,District C
3768,2020-12-13 22:17:00,Robbery,-78.824 42.923,Delavan Grider,MASTEN,District E
3769,2020-12-13 23:22:00,Sexual Offense,-78.825 42.916,Delavan Grider,MASTEN,District E
3770,2020-12-14 00:24:00,Assault,-78.816 42.946,University Heights,UNIVERSITY,District E
3771,2020-12-14 01:30:00,Theft,-78.889 42.903,West Side,NIAGARA,District B
3772,2020-12-14 02:00:00,Sexual Offense,-78.884 42.948,Elmwood Bryant,ELLICOTT,District B
3773,2020-12-14 05:45:00,Robbery,-78.905 42.956,Riverside,NORTH,District D
3774,2020-12-14 06:13:00,Theft,-78.804 42.851,Seneca-Cazenovia,SOUTH,District A
3775,2020-12-14 07:05:00,Breaking & Entering,-78.89876833 42.92240895,Upper West Side,NIAGARA,District D
3776,2020-12-14 07:15:00,Sexual Offense,-78.9 42.906,West Side,NIAGARA,District B
3777,2020-12-14 07:53:00,Theft,-78.828 42.938,Fillmore-Leroy,MASTEN,District E
3778,2020-12-14 09:41:00,Theft,-78.812 42.91,Genesee-Moselle,LOVEJOY,District C
3779,2020-12-14 10:00:00,Theft,-78.829 42.955,Fillmore-Leroy,MASTEN,District E
3780,2020-12-14 11:00:00,Sexual Offense,-78.827 42.957,University Heights,UNIVERSITY,District E
3781,2020-12-14 12:04:00,Sexual Offense,-78.871 42.948,North Park,NORTH,District D
3782,2020-12-14 13:10:00,Robbery,-78.874 42.886,Central,ELLICOTT,District B
3783,2020-12-14 13:43:00,Assault,-78.874 42.887,,,
3784,2020-12-14 14:20:00,Sexual Offense,-78.89 42.918,Upper West Side,NIAGARA,District D
3785,2020-12-14 15:00:00,Theft,-78.806 42.948,Kensington-Bailey,UNIVERSITY,District E
3786,2020-12-14 15:00:00,Sexual Offense,-78.897 42.919,Upper West Side,NIAGARA,District D
3787,2020-12-14 16:22:00,Robbery,-78.817 42.915,Genesee-Moselle,FILLMORE,District C
3788,2020-12-14 16:24:00,Sexual Offense,-78.813 42.93,Kenfield,UNIVERSITY,District E
3789,2020-12-14 16:40:00,Breaking & Entering,-78.859 42.957,North Park,DELAWARE,District D
3790,2020-12-14 16:46:00,Assault,-78.837 42.937,Lovejoy,LOVEJOY,District C
